ticket_id,customer_id,issue_type,priority,status,created_date
4572,158,Feature Request,High,Pending,2026-05-13
4573,87,Login Issue,Low,Open,2025-05-18
4574,240,Account Access,Medium,Pending,2026-03-25
4575,484,Billing,Medium,Pending,2024-12-01
4576,134,Bug Report,Medium,Pending,2025-08-03
4577,403,Billing,High,Resolved,2025-12-07
4578,200,Login Issue,Low,Resolved,2026-03-15
4579,383,Billing,Low,Open,2025-05-18
4580,158,Feature Request,High,Resolved,2024-09-20
4581,322,Bug Report,Low,Pending,2025-11-25
4582,104,Login Issue,High,Pending,2026-01-15
4583,222,Bug Report,High,Pending,2025-08-19
4584,376,Bug Report,High,Pending,2024-08-14
4585,273,Feature Request,Medium,Pending,2024-10-31
4586,282,Account Access,Medium,Open,2025-12-07
4587,93,Feature Request,High,Resolved,2024-07-07
4588,496,Account Access,Low,Open,2025-03-15
4589,353,Login Issue,Low,Pending,2024-08-07
4590,59,Bug Report,Medium,Pending,2024-09-11
4591,278,Account Access,Low,Resolved,2025-11-10
4592,226,Login Issue,Medium,Resolved,2025-10-22
4593,142,Billing,Low,Open,2024-11-10
4594,28,Login Issue,High,Resolved,2024-10-15
4595,36,Billing,Low,Open,2024-09-25
4596,493,Billing,High,Pending,2024-07-17
4597,109,Login Issue,High,Pending,2025-05-28
4598,315,Billing,Medium,Pending,2026-03-18
4599,421,Account Access,Medium,Pending,2025-11-14
4600,140,Login Issue,High,Resolved,2025-07-29
4601,440,Account Access,High,Resolved,2024-09-29
4602,301,Login Issue,Medium,Resolved,2025-09-15
4603,158,Feature Request,Medium,Open,2025-08-07
4604,425,Billing,High,Open,2025-05-13
4605,466,Billing,Medium,Open,2025-08-25
4606,84,Login Issue,Low,Resolved,2024-11-18
4607,372,Login Issue,High,Resolved,2025-08-31
4608,241,Feature Request,Medium,Open,2024-07-08
4609,456,Account Access,Medium,Open,2025-05-05
4610,381,Bug Report,High,Pending,2025-12-28
4611,411,Login Issue,Medium,Pending,2024-12-31
4612,483,Feature Request,High,Resolved,2024-11-05
4613,435,Feature Request,Low,Open,2024-11-14
4614,281,Account Access,Low,Pending,2025-04-23
4615,44,Account Access,Low,Pending,2025-09-17
4616,407,Login Issue,Low,Open,2025-03-04
4617,198,Account Access,Low,Open,2024-11-22
4618,198,Bug Report,Low,Pending,2025-04-15
4619,213,Bug Report,High,Open,2025-07-12
4620,490,Billing,Medium,Open,2025-09-03
4621,191,Bug Report,Low,Resolved,2024-08-06
4622,335,Login Issue,Medium,Resolved,2025-01-06
4623,104,Login Issue,High,Open,2025-02-09
4624,33,Account Access,Low,Resolved,2025-12-12
4625,209,Billing,High,Pending,2025-10-08
4626,341,Login Issue,High,Open,2026-04-18
4627,318,Account Access,High,Open,2024-06-12
4628,39,Billing,High,Open,2025-04-30
4629,85,Billing,Low,Pending,2025-03-12
4630,379,Account Access,Low,Open,2025-02-04
4631,259,Login Issue,High,Open,2025-09-13
4632,219,Bug Report,Medium,Pending,2025-12-30
4633,355,Billing,Medium,Open,2026-01-15
4634,276,Feature Request,High,Pending,2025-12-11
4635,207,Account Access,Medium,Open,2026-01-17
4636,418,Account Access,Low,Resolved,2025-11-03
4637,267,Feature Request,High,Resolved,2026-01-05
4638,272,Login Issue,Low,Pending,2026-04-27
4639,191,Billing,High,Pending,2025-09-08
4640,331,Feature Request,Medium,Open,2024-06-10
4641,183,Bug Report,High,Pending,2024-08-15
4642,160,Feature Request,Low,Open,2025-11-03
4643,240,Billing,High,Pending,2024-11-15
4644,499,Feature Request,High,Open,2025-11-11
4645,333,Billing,Medium,Pending,2025-08-18
4646,356,Feature Request,Low,Resolved,2025-10-14
4647,161,Bug Report,Medium,Open,2025-02-23
4648,35,Login Issue,High,Pending,2024-05-30
4649,437,Bug Report,Low,Open,2024-12-29
4650,498,Billing,High,Pending,2026-03-15
4651,290,Billing,High,Pending,2025-10-14
4652,331,Bug Report,Medium,Pending,2025-10-19
4653,419,Bug Report,High,Pending,2025-09-16
4654,483,Account Access,Low,Open,2025-01-28
4655,425,Login Issue,High,Open,2025-01-09
4656,290,Feature Request,Medium,Resolved,2026-02-20
4657,296,Bug Report,Low,Open,2025-04-25
4658,192,Account Access,Low,Open,2024-09-01
4659,201,Login Issue,Low,Open,2026-01-11
4660,305,Bug Report,Low,Open,2025-07-03
4661,486,Feature Request,Medium,Resolved,2025-06-07
4662,382,Account Access,High,Pending,2024-12-12
4663,131,Bug Report,High,Open,2025-08-14
4664,178,Feature Request,High,Open,2025-02-05
4665,147,Billing,Medium,Pending,2025-10-31
4666,113,Login Issue,Medium,Pending,2026-02-24
4667,8,Account Access,Low,Pending,2025-12-08
4668,475,Billing,High,Resolved,2025-03-30
4669,70,Bug Report,High,Pending,2025-06-28
4670,290,Bug Report,Low,Resolved,2025-07-06
4671,467,Bug Report,Medium,Resolved,2025-06-13
4672,69,Bug Report,Medium,Open,2025-02-10
4673,173,Account Access,Medium,Pending,2025-12-25
4674,124,Feature Request,High,Resolved,2024-11-09
4675,58,Login Issue,High,Resolved,2025-06-01
4676,291,Billing,Medium,Resolved,2024-08-23
4677,459,Login Issue,Medium,Resolved,2025-07-17
4678,258,Account Access,Low,Pending,2024-12-31
4679,398,Account Access,Medium,Resolved,2024-11-23
4680,378,Login Issue,Medium,Resolved,2025-06-09
4681,122,Login Issue,High,Resolved,2025-01-03
4682,216,Account Access,High,Pending,2024-07-07
4683,438,Login Issue,High,Resolved,2025-07-21
4684,281,Billing,Medium,Resolved,2024-09-10
4685,118,Account Access,High,Open,2026-02-05
4686,15,Billing,High,Resolved,2024-11-06
4687,269,Feature Request,Medium,Resolved,2024-12-19
4688,443,Billing,Low,Resolved,2025-01-28
4689,161,Bug Report,Medium,Open,2025-09-07
4690,246,Billing,Low,Pending,2025-03-22
4691,442,Feature Request,Low,Pending,2025-04-13
4692,171,Account Access,Medium,Open,2025-11-19
4693,428,Bug Report,High,Open,2024-09-19
4694,365,Billing,Medium,Pending,2026-04-27
4695,251,Account Access,Medium,Open,2024-10-28
4696,447,Feature Request,Low,Pending,2025-08-28
4697,172,Login Issue,Medium,Resolved,2025-09-23
4698,183,Bug Report,Medium,Pending,2025-10-18
4699,417,Login Issue,High,Open,2024-07-28
4700,62,Account Access,High,Pending,2026-01-15
4701,362,Account Access,High,Open,2026-01-31
4702,227,Account Access,Low,Resolved,2026-01-27
4703,208,Billing,Low,Open,2025-07-26
4704,197,Billing,Medium,Pending,2024-11-01
4705,142,Bug Report,Low,Resolved,2025-12-06
4706,205,Login Issue,Low,Resolved,2024-11-25
4707,438,Login Issue,Medium,Open,2025-07-13
4708,1,Login Issue,Medium,Pending,2026-05-25
4709,310,Login Issue,Medium,Open,2025-06-16
4710,255,Feature Request,Medium,Pending,2025-05-24
4711,251,Login Issue,Low,Pending,2025-06-03
4712,453,Billing,Low,Pending,2025-04-04
4713,198,Billing,High,Open,2024-08-23
4714,88,Account Access,Medium,Pending,2024-11-06
4715,299,Billing,Low,Open,2024-06-26
4716,225,Bug Report,Low,Resolved,2025-05-06
4717,341,Login Issue,High,Pending,2025-08-23
4718,434,Account Access,Low,Open,2025-06-05
4719,185,Bug Report,Low,Open,2025-06-16
4720,466,Bug Report,Low,Resolved,2025-03-10
4721,454,Feature Request,Medium,Open,2024-08-03
4722,90,Feature Request,High,Open,2025-02-05
4723,252,Feature Request,Low,Pending,2025-05-03
4724,446,Feature Request,Medium,Pending,2024-11-09
4725,64,Bug Report,High,Open,2024-09-17
4726,439,Feature Request,Medium,Resolved,2026-05-22
4727,278,Feature Request,Low,Resolved,2026-04-29
4728,354,Login Issue,Medium,Resolved,2024-10-03
4729,303,Account Access,Medium,Open,2025-11-21
4730,435,Bug Report,Low,Open,2025-11-29
4731,168,Bug Report,Medium,Resolved,2024-07-19
4732,105,Billing,High,Open,2024-11-04
4733,172,Feature Request,High,Resolved,2025-06-15
4734,227,Billing,High,Resolved,2025-07-10
4735,172,Account Access,Medium,Open,2025-05-08
4736,462,Login Issue,Low,Pending,2024-11-14
4737,332,Bug Report,Low,Pending,2026-04-12
4738,118,Bug Report,High,Open,2024-09-26
4739,274,Bug Report,Medium,Resolved,2025-09-12
4740,83,Feature Request,Low,Open,2024-09-28
4741,446,Feature Request,Medium,Pending,2025-03-19
4742,218,Bug Report,High,Open,2024-07-22
4743,96,Account Access,Low,Open,2025-10-03
4744,220,Feature Request,Medium,Pending,2024-07-29
4745,196,Billing,Low,Resolved,2025-02-15
4746,122,Bug Report,High,Pending,2025-08-09
4747,394,Account Access,Low,Open,2025-08-06
4748,110,Account Access,Medium,Open,2025-05-03
4749,282,Login Issue,Medium,Resolved,2025-03-15
4750,17,Login Issue,High,Open,2024-12-18
4751,360,Account Access,Low,Open,2025-05-21
4752,495,Account Access,Medium,Pending,2025-08-26
4753,311,Account Access,Low,Pending,2025-09-15
4754,25,Billing,Medium,Open,2026-02-16
4755,384,Billing,Low,Resolved,2025-10-31
4756,133,Login Issue,High,Pending,2024-07-21
4757,176,Login Issue,High,Open,2025-09-23
4758,117,Login Issue,Low,Resolved,2024-12-03
4759,309,Billing,Medium,Pending,2024-07-23
4760,476,Feature Request,High,Resolved,2024-10-25
4761,194,Feature Request,High,Open,2025-08-11
4762,58,Billing,High,Open,2024-07-20
4763,52,Bug Report,High,Pending,2025-09-26
4764,480,Billing,High,Resolved,2025-05-12
4765,340,Feature Request,High,Pending,2025-10-12
4766,370,Feature Request,High,Pending,2026-05-21
4767,448,Feature Request,High,Resolved,2026-04-05
4768,135,Feature Request,High,Resolved,2024-11-09
4769,4,Account Access,Low,Pending,2024-11-28
4770,348,Account Access,High,Pending,2024-06-23
4771,358,Feature Request,Medium,Resolved,2025-08-22
4772,117,Bug Report,High,Resolved,2025-01-07
4773,57,Login Issue,Medium,Pending,2026-03-09
4774,14,Bug Report,Medium,Pending,2025-10-02
4775,367,Account Access,Medium,Pending,2025-07-04
4776,319,Billing,Medium,Pending,2025-01-30
4777,363,Bug Report,Low,Pending,2024-11-06
4778,382,Billing,High,Resolved,2025-12-01
4779,320,Account Access,Low,Resolved,2025-02-28
4780,8,Feature Request,Medium,Pending,2024-08-11
4781,288,Bug Report,Low,Pending,2024-09-01
4782,9,Account Access,Low,Resolved,2025-09-11
4783,58,Feature Request,Low,Resolved,2025-04-17
4784,165,Billing,High,Resolved,2026-02-13
4785,187,Account Access,Medium,Resolved,2025-01-29
4786,293,Login Issue,Medium,Resolved,2025-05-21
4787,402,Account Access,Low,Pending,2025-01-17
4788,180,Account Access,Low,Resolved,2026-03-12
4789,40,Bug Report,High,Pending,2024-05-25
4790,20,Billing,High,Resolved,2024-09-19
4791,384,Login Issue,High,Pending,2025-06-14
4792,293,Login Issue,High,Resolved,2026-02-06
4793,51,Feature Request,Medium,Open,2024-09-08
4794,64,Bug Report,Medium,Pending,2026-04-06
4795,84,Billing,High,Resolved,2025-08-02
4796,359,Bug Report,Low,Resolved,2025-08-22
4797,293,Bug Report,Medium,Open,2026-03-05
4798,314,Feature Request,Medium,Open,2024-09-26
4799,105,Login Issue,High,Pending,2025-06-14
4800,347,Billing,Medium,Open,2026-03-21
4801,329,Login Issue,High,Resolved,2024-12-22
4802,16,Bug Report,High,Pending,2024-09-27
4803,24,Login Issue,Medium,Open,2024-11-05
4804,56,Billing,Low,Pending,2026-01-17
4805,396,Account Access,Medium,Open,2025-08-25
4806,121,Login Issue,High,Pending,2025-04-08
4807,470,Account Access,Medium,Open,2024-07-24
4808,2,Bug Report,Low,Pending,2026-04-25
4809,244,Billing,High,Pending,2024-08-26
4810,41,Login Issue,Low,Open,2024-12-05
4811,304,Account Access,Low,Pending,2026-01-04
4812,414,Billing,High,Resolved,2025-05-28
4813,278,Login Issue,Low,Resolved,2026-02-16
4814,147,Feature Request,High,Resolved,2025-05-12
4815,497,Login Issue,High,Resolved,2026-05-18
4816,343,Feature Request,High,Open,2025-10-11
4817,458,Billing,Low,Pending,2024-12-17
4818,95,Account Access,Medium,Pending,2026-02-12
4819,236,Account Access,Medium,Open,2025-06-17
4820,428,Bug Report,Low,Pending,2024-08-19
4821,60,Bug Report,Low,Pending,2025-03-10
4822,85,Account Access,Low,Pending,2024-08-21
4823,390,Bug Report,High,Resolved,2026-01-16
4824,30,Billing,High,Pending,2025-11-09
4825,248,Billing,Medium,Open,2025-09-27
4826,364,Account Access,Low,Pending,2025-09-17
4827,47,Feature Request,High,Pending,2025-03-30
4828,497,Feature Request,Medium,Resolved,2025-04-09
4829,379,Login Issue,Medium,Open,2025-01-07
4830,500,Account Access,Low,Pending,2024-06-30
4831,52,Account Access,Medium,Open,2024-10-26
4832,192,Billing,High,Resolved,2024-06-04
4833,257,Billing,Medium,Pending,2025-06-25
4834,255,Feature Request,High,Open,2025-07-10
4835,25,Feature Request,Low,Resolved,2025-04-12
4836,339,Account Access,Medium,Pending,2024-07-05
4837,233,Feature Request,Medium,Open,2025-04-08
4838,60,Feature Request,Low,Open,2024-09-19
4839,151,Login Issue,Low,Resolved,2024-06-19
4840,135,Feature Request,High,Resolved,2025-12-06
4841,303,Login Issue,High,Pending,2024-07-12
4842,249,Account Access,Medium,Pending,2025-02-20
4843,131,Login Issue,Medium,Open,2024-10-22
4844,173,Feature Request,High,Open,2025-04-18
4845,497,Billing,High,Open,2025-08-19
4846,139,Account Access,Medium,Open,2025-02-05
4847,14,Billing,High,Open,2026-03-14
4848,340,Feature Request,Low,Open,2024-06-27
4849,271,Feature Request,High,Resolved,2024-08-29
4850,411,Feature Request,Medium,Open,2025-05-28
4851,160,Feature Request,Medium,Resolved,2025-01-29
4852,389,Account Access,Medium,Pending,2025-06-01
4853,392,Feature Request,High,Pending,2025-06-10
4854,98,Login Issue,Medium,Resolved,2025-11-21
4855,403,Account Access,Medium,Pending,2025-08-02
4856,260,Login Issue,High,Open,2026-03-23
4857,114,Bug Report,Medium,Resolved,2026-03-08
4858,183,Bug Report,Medium,Pending,2025-05-15
4859,356,Bug Report,High,Resolved,2026-02-05
4860,465,Billing,Low,Pending,2026-03-13
4861,98,Billing,Low,Open,2025-05-09
4862,89,Bug Report,Low,Pending,2024-12-30
4863,424,Feature Request,High,Open,2025-12-11
4864,110,Login Issue,Medium,Resolved,2024-05-27
4865,261,Billing,Medium,Pending,2025-11-16
4866,272,Feature Request,High,Resolved,2025-01-17
4867,205,Bug Report,Medium,Resolved,2024-06-17
4868,148,Account Access,Medium,Resolved,2025-02-11
4869,389,Billing,High,Pending,2026-05-02
4870,90,Login Issue,Medium,Open,2024-07-19
4871,97,Billing,Medium,Resolved,2025-08-27
4872,364,Login Issue,Medium,Pending,2026-05-18
4873,312,Billing,Low,Resolved,2025-09-04
4874,261,Account Access,High,Open,2025-07-26
4875,19,Billing,Medium,Pending,2025-10-28
4876,174,Feature Request,Medium,Pending,2026-01-10
4877,382,Bug Report,Low,Open,2026-03-29
4878,451,Bug Report,High,Resolved,2025-04-30
4879,295,Bug Report,Low,Open,2025-07-31
4880,434,Login Issue,Low,Open,2025-05-12
4881,408,Account Access,Medium,Resolved,2026-05-24
4882,451,Account Access,Low,Resolved,2026-05-07
4883,200,Feature Request,High,Pending,2025-06-21
4884,427,Account Access,High,Resolved,2026-02-12
4885,413,Account Access,Low,Pending,2025-02-21
4886,56,Feature Request,High,Open,2025-09-21
4887,241,Login Issue,Low,Pending,2025-01-12
4888,413,Account Access,High,Resolved,2024-11-27
4889,47,Bug Report,High,Pending,2024-07-20
4890,331,Bug Report,High,Resolved,2025-07-18
4891,216,Feature Request,High,Pending,2025-10-27
4892,190,Feature Request,Low,Resolved,2025-12-21
4893,346,Account Access,High,Pending,2026-02-26
4894,384,Login Issue,Medium,Pending,2025-02-12
4895,4,Feature Request,Medium,Resolved,2025-05-29
4896,197,Account Access,Medium,Pending,2026-02-23
4897,243,Billing,Medium,Pending,2025-03-26
4898,230,Feature Request,Medium,Open,2026-04-06
4899,54,Feature Request,High,Pending,2025-07-04
4900,50,Feature Request,Low,Pending,2024-11-12
4901,54,Account Access,High,Resolved,2024-12-30
4902,125,Login Issue,High,Pending,2024-10-09
4903,247,Feature Request,High,Resolved,2025-09-25
4904,412,Account Access,Medium,Open,2026-02-18
4905,394,Billing,High,Resolved,2025-07-16
4906,189,Login Issue,High,Open,2025-10-13
4907,450,Account Access,Medium,Resolved,2024-10-16
4908,341,Billing,Medium,Resolved,2025-09-21
4909,260,Bug Report,Low,Pending,2025-01-15
4910,219,Feature Request,Low,Resolved,2025-08-15
4911,99,Login Issue,High,Pending,2024-10-05
4912,201,Bug Report,Medium,Resolved,2025-10-25
4913,65,Feature Request,High,Resolved,2025-06-30
4914,188,Bug Report,Low,Pending,2025-12-04
4915,80,Account Access,High,Open,2026-04-18
4916,297,Billing,High,Open,2024-10-11
4917,321,Bug Report,High,Open,2025-12-31
4918,9,Account Access,Low,Open,2026-01-23
4919,27,Login Issue,Medium,Resolved,2025-03-08
4920,22,Bug Report,Medium,Resolved,2026-04-11
4921,396,Feature Request,Medium,Resolved,2025-11-07
4922,469,Billing,High,Open,2025-12-20
4923,119,Feature Request,High,Pending,2025-07-02
4924,191,Bug Report,High,Pending,2026-04-18
4925,231,Feature Request,High,Resolved,2024-09-19
4926,109,Login Issue,High,Pending,2025-01-19
4927,47,Login Issue,Medium,Resolved,2026-05-11
4928,6,Billing,Low,Pending,2024-11-13
4929,232,Login Issue,Medium,Pending,2025-03-04
4930,197,Login Issue,Medium,Resolved,2025-06-29
4931,382,Login Issue,High,Pending,2025-09-28
4932,293,Login Issue,Low,Open,2025-05-16
4933,315,Account Access,High,Open,2025-10-01
4934,500,Account Access,High,Pending,2025-08-07
4935,2,Billing,Medium,Resolved,2024-10-29
4936,55,Bug Report,Low,Open,2024-08-02
4937,409,Bug Report,Low,Resolved,2025-12-23
4938,362,Billing,High,Open,2026-01-04
4939,234,Account Access,Low,Open,2024-10-10
4940,99,Login Issue,Medium,Resolved,2024-07-04
4941,434,Account Access,High,Resolved,2024-06-12
4942,229,Login Issue,Low,Pending,2025-01-19
4943,50,Feature Request,Medium,Pending,2025-01-05
4944,292,Bug Report,High,Open,2025-04-01
4945,476,Billing,Medium,Resolved,2025-10-25
4946,485,Login Issue,Low,Open,2025-07-08
4947,208,Login Issue,Low,Resolved,2024-10-27
4948,339,Bug Report,Medium,Resolved,2025-01-22
4949,472,Feature Request,Low,Pending,2025-12-21
4950,111,Feature Request,Medium,Open,2025-03-06
4951,28,Feature Request,High,Resolved,2025-09-22
4952,487,Bug Report,High,Pending,2026-01-21
4953,483,Billing,Low,Open,2025-11-20
4954,122,Login Issue,Low,Resolved,2025-11-02
4955,373,Account Access,High,Open,2026-02-02
4956,197,Billing,Low,Open,2025-01-27
4957,423,Bug Report,High,Resolved,2025-08-09
4958,329,Account Access,High,Resolved,2025-11-21
4959,9,Feature Request,Low,Pending,2025-02-25
4960,199,Login Issue,High,Open,2024-10-05
4961,415,Bug Report,Low,Resolved,2024-06-26
4962,65,Account Access,High,Resolved,2025-09-19
4963,239,Billing,High,Pending,2025-02-07
4964,1,Login Issue,Medium,Open,2026-01-29
4965,474,Feature Request,High,Resolved,2026-01-03
4966,308,Account Access,High,Resolved,2024-10-14
4967,411,Account Access,High,Open,2025-09-29
4968,23,Bug Report,Low,Open,2025-02-07
4969,226,Login Issue,High,Pending,2026-03-31
4970,276,Billing,Medium,Open,2024-09-15
4971,282,Feature Request,Medium,Resolved,2025-06-23
4972,451,Bug Report,Medium,Open,2024-10-08
4973,109,Account Access,High,Open,2025-03-15
4974,167,Account Access,High,Pending,2025-12-03
4975,478,Feature Request,High,Open,2026-03-18
4976,278,Billing,Medium,Resolved,2024-12-05
4977,426,Account Access,High,Resolved,2024-12-06
4978,174,Login Issue,Low,Open,2026-01-14
4979,213,Feature Request,High,Open,2025-11-26
4980,405,Login Issue,Low,Resolved,2025-09-04
4981,103,Account Access,Medium,Resolved,2024-10-06
4982,315,Billing,Low,Pending,2025-06-09
4983,361,Feature Request,High,Pending,2025-04-09
4984,171,Login Issue,Low,Resolved,2024-11-21
4985,385,Bug Report,High,Pending,2024-08-22
4986,375,Billing,Medium,Resolved,2025-01-04
4987,180,Bug Report,Low,Pending,2026-01-14
4988,273,Feature Request,Low,Resolved,2026-05-08
4989,368,Bug Report,Low,Pending,2024-07-31
4990,413,Feature Request,Low,Resolved,2025-05-10
4991,327,Bug Report,Medium,Resolved,2025-05-23
4992,52,Feature Request,High,Pending,2025-03-22
4993,196,Login Issue,Medium,Pending,2025-12-01
4994,331,Account Access,High,Pending,2025-05-18
4995,319,Feature Request,Low,Resolved,2026-02-07
4996,43,Login Issue,Low,Open,2025-06-19
4997,363,Billing,Medium,Open,2025-06-09
4998,48,Billing,Low,Resolved,2024-11-09
4999,15,Bug Report,High,Open,2024-08-17
5000,168,Billing,Medium,Resolved,2024-06-05
